1,43.7979082,-87.989707
1,43.7947717,-87.9896182
1,43.7947582,-87.9898166
1,43.7945162,-87.9896852
1,43.7945278,-87.9893902
1,43.7979091,-87.9894884
1,43.7979082,-87.989707
2,43.7945278,-87.9893902
2,43.7945162,-87.9896852
2,43.7911778,-87.99026189999999
2,43.7913327,-87.9891729
2,43.7945278,-87.9893902
3,43.7911778,-87.99026189999999
3,43.7921885,-87.99009030000001
3,43.7917354,-87.9932123
3,43.7911274,-87.99340549999999
3,43.7911778,-87.99026189999999
4,43.7911274,-87.99340549999999
4,43.7917354,-87.9932123
4,43.7917683,-87.9951221
4,43.7956173,-87.9945213
4,43.7957257,-87.99507920000001
4,43.7912591,-87.9964739
4,43.7911274,-87.99340549999999
5,43.7957257,-87.99507920000001
5,43.7955938,-87.99453149999999
5,43.7999847,-87.9926057
5,43.8001356,-87.9933085
5,43.7957257,-87.99507920000001
6,43.8001356,-87.9933085
6,43.7999847,-87.9926057
6,43.8025913,-87.9919191
6,43.8022197,-87.9933836
6,43.8001356,-87.9933085
7,43.8022197,-87.9933836
7,43.8018867,-87.9966344
7,43.8010814,-87.9966076
7,43.801697,-87.99336479999999
7,43.8022197,-87.9933836
8,43.8010814,-87.9966076
8,43.7982432,-87.9988405
8,43.7978521,-87.9984274
8,43.7994328,-87.9957962
8,43.8012235,-87.9958498
8,43.8010814,-87.9966076
9,43.7982432,-87.9988405
9,43.7968568,-88.00113469999999
9,43.7960321,-87.9993161
9,43.7962528,-87.99883869999999
9,43.7978521,-87.9984274
9,43.7982432,-87.9988405
10,43.7960321,-87.9993161
10,43.7942808,-88.00032760000001
10,43.7931192,-88.0001237
10,43.795307,-87.9977473
10,43.7962528,-87.99883869999999
10,43.7960321,-87.9993161
11,43.7942808,-88.00032760000001
11,43.7976186,-88.00255919999999
11,43.7978354,-88.0037876
11,43.79709,-88.0037554
11,43.794184,-88.0019959
11,43.7931192,-88.0001237
11,43.7942808,-88.00032760000001
12,43.7978354,-88.0037876
12,43.7976186,-88.00255919999999
12,43.8001233,-88.0006537
12,43.8008279,-88.0016086
12,43.7978354,-88.0037876
13,43.8008279,-88.0016086
13,43.8001233,-88.0006537
13,43.8034336,-87.9972473
13,43.803844,-87.9985562
13,43.8008279,-88.0016086
14,43.803844,-87.9985562
14,43.8034336,-87.9972473
14,43.8041491,-87.9954101
14,43.8045788,-87.99496480000001
14,43.8058757,-87.99761479999999
14,43.803844,-87.9985562
15,43.8045788,-87.99496480000001
15,43.8041491,-87.9954101
15,43.8036511,-87.9948594
15,43.8032699,-87.9933121
15,43.8034773,-87.9922368
15,43.8043557,-87.9925045
15,43.8045788,-87.99496480000001
16,43.8043557,-87.9925045
16,43.8034773,-87.9922368
16,43.8039342,-87.99075620000001
16,43.8034038,-87.9900481
16,43.8021455,-87.9900159
16,43.802161,-87.989222
16,43.8044297,-87.9893185
16,43.8043557,-87.9925045
17,43.8021455,-87.9900159
17,43.8002231,-87.9899906
17,43.800234,-87.9895405
17,43.802161,-87.989222
17,43.8021455,-87.9900159
18,43.800234,-87.9895405
18,43.8002284,-87.98976879999999
18,43.7979082,-87.989707
18,43.7979091,-87.9894884
18,43.800234,-87.9895405
19,43.8002284,-87.98976879999999
19,43.8002231,-87.9899906
19,43.8034038,-87.9900481
19,43.8033916,-87.9916949
19,43.7945153,-87.9938622
19,43.7947717,-87.9896182
19,43.8002284,-87.98976879999999
