1,34.4331364,-84.1762885
1,34.4307139,-84.1740569
1,34.4330789,-84.1744431
1,34.4331386,-84.1749634
1,34.4323555,-84.1751136
1,34.4323643,-84.1753094
1,34.4332426,-84.1761329
1,34.4331364,-84.1762885
2,34.4330789,-84.1744431
2,34.4361472,-84.1744532
2,34.4361074,-84.1760948
2,34.4352048,-84.176143
2,34.4352623,-84.1753491
2,34.4340235,-84.174818
2,34.4331386,-84.1749634
2,34.4330789,-84.1744431
3,34.4352048,-84.176143
3,34.4346141,-84.1763067
3,34.4343066,-84.1767278
3,34.4332426,-84.1761329
3,34.4323643,-84.1753094
3,34.4323555,-84.1751136
3,34.4340235,-84.174818
3,34.4352623,-84.1753491
3,34.4352048,-84.176143
4,34.4343066,-84.1767278
4,34.4346141,-84.1763067
4,34.4372046,-84.1778436
4,34.4359879,-84.1804453
4,34.4356428,-84.1782566
4,34.4343066,-84.1767278
5,34.4359879,-84.1804453
5,34.4372046,-84.1778436
5,34.4390053,-84.1800215
5,34.4382487,-84.1802254
5,34.4377156,-84.1809308
5,34.4359879,-84.1804453
6,34.4377156,-84.1809308
6,34.4382487,-84.1802254
6,34.4390053,-84.1800215
6,34.4379965,-84.1837659
6,34.4353508,-84.1809335
6,34.4359879,-84.1804453
6,34.4377156,-84.1809308
7,34.4356428,-84.1782566
7,34.4359879,-84.1804453
7,34.4353508,-84.1809335
7,34.4346075,-84.1786911
7,34.4356428,-84.1782566
8,34.4346075,-84.1786911
8,34.4343332,-84.1779348
8,34.4343984,-84.1776411
8,34.4344659,-84.1775378
8,34.4347402,-84.177232
8,34.4356428,-84.1782566
8,34.4346075,-84.1786911
9,34.4344659,-84.1775378
9,34.4331364,-84.1762885
9,34.4332426,-84.1761329
9,34.4343066,-84.1767278
9,34.4347402,-84.177232
9,34.4344659,-84.1775378
128,34.4344659,-84.1775378
128,34.433711,-84.1785809
128,34.4298439,-84.1749653
128,34.4307139,-84.1740569
128,34.4344659,-84.1775378
